empresa,producto,sentimiento,comentario,fecha_hora,clean_comentario,texto_limpio,score_sentimiento,hora,hora_redondeada
Nvidia,DLSS 3.5,positivo,"DLSS 3.5 me ha cambiado la vida. Gracias, Nvidia. ❤️",2025-04-17 09:00:00,dlss 35 me ha cambiado la vida gracias nvidia,dlss ha cambiado la vida gracias nvidia,0.34,2025-04-17T09:00:00.000000,2025-04-17T09:00:00.000000
Tesla,Model Y,negativo,"Tesla se la rifó con el Model Y, está brutal 😍",2025-04-18 12:00:00,tesla se la rif con el model y est brutal,tesla se la rif con el model y est brutal,-0.6249,2025-04-18T12:00:00.000000,2025-04-18T12:00:00.000000
Tesla,Autopilot,neutral,"Autopilot cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-20 06:00:00,autopilot cumple con lo bsico nada sorprendente pero funciona,autopilot cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-20T06:00:00.000000,2025-04-20T06:00:00.000000
Nike,Jordan Retro,neutral,Vi muchas reseñas del Jordan Retro de Nike. Opiniones divididas.,2025-04-16 04:00:00,vi muchas reseas del jordan retro de nike opiniones divididas,vi muchas reseas del jordan retro de nike opinione dividida,0.0,2025-04-16T04:00:00.000000,2025-04-16T04:00:00.000000
Binance,Smart Chain,positivo,Binance lanzó el nuevo Smart Chain. Alguien ya lo probó?,2025-04-16 15:00:00,binance lanz el nuevo smart chain alguien ya lo prob,binance lanz el nuevo smart chain alguien ya lo prob,0.4019,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Tesla,Autopilot,neutral,Tesla lanzó el nuevo Autopilot. Alguien ya lo probó?,2025-04-17 17:00:00,tesla lanz el nuevo autopilot alguien ya lo prob,tesla lanz el nuevo autopilot alguien ya lo prob,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Nike,Jordan Retro,neutral,¡Amo mi nuevo Jordan Retro de Nike! 🥳,2025-04-19 18:00:00,amo mi nuevo jordan retro de nike,amo mi nuevo jordan retro de nike,0.0,2025-04-19T18:00:00.000000,2025-04-19T18:00:00.000000
Meta,Facebook Ads,neutral,El servicio de Meta con Facebook Ads fue impecable. 10/10 ⭐,2025-04-16 13:00:00,el servicio de meta con facebook ads fue impecable 1010,el servicio de meta con facebook ad fue impecable,0.0,2025-04-16T13:00:00.000000,2025-04-16T13:00:00.000000
Binance,Launchpad,neutral,El soporte de Binance no resolvió nada con mi Launchpad. 🤬,2025-04-15 17:00:00,el soporte de binance no resolvi nada con mi launchpad,el soporte de binance resolvi nada con mi launchpad,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Binance,Binance App,neutral,"Binance App no sirve para nada, Binance debería hacer recall ya.",2025-04-18 08:00:00,binance app no sirve para nada binance debera hacer recall ya,binance app sirve para nada binance debera hacer recall ya,0.0,2025-04-18T08:00:00.000000,2025-04-18T08:00:00.000000
Nvidia,DLSS 3.5,neutral,Nunca pensé que DLSS 3.5 de Nvidia fuera tan bueno. Sorprendido. 👍,2025-04-19 16:00:00,nunca pens que dlss 35 de nvidia fuera tan bueno sorprendido,nunca pen que dlss de nvidia fuera tan bueno sorprendido,0.0,2025-04-19T16:00:00.000000,2025-04-19T16:00:00.000000
Nvidia,RTX 4090,neutral,Malísimo el RTX 4090 de Nvidia. No lo recomiendo. 👎,2025-04-16 21:00:00,malsimo el rtx 4090 de nvidia no lo recomiendo,malsimo el rtx de nvidia lo recomiendo,0.0,2025-04-16T21:00:00.000000,2025-04-16T21:00:00.000000
Tesla,Model Y,neutral,Tesla lanzó el nuevo Model Y. Alguien ya lo probó?,2025-04-17 10:00:00,tesla lanz el nuevo model y alguien ya lo prob,tesla lanz el nuevo model y alguien ya lo prob,0.0,2025-04-17T10:00:00.000000,2025-04-17T10:00:00.000000
Coinbase,Wallet,neutral,Tuve una pésima experiencia con Wallet de Coinbase. Decepcionante. 👎,2025-04-15 20:00:00,tuve una psima experiencia con wallet de coinbase decepcionante,tuve una psima experiencia con wallet de coinbase decepcionante,0.0,2025-04-15T20:00:00.000000,2025-04-15T20:00:00.000000
Binance,Smart Chain,positivo,"Smart Chain me ha cambiado la vida. Gracias, Binance. ❤️",2025-04-17 03:00:00,smart chain me ha cambiado la vida gracias binance,smart chain ha cambiado la vida gracias binance,0.6249,2025-04-17T03:00:00.000000,2025-04-17T03:00:00.000000
Apple,iOS 18,neutral,Nunca pensé que iOS 18 de Apple fuera tan bueno. Sorprendido. 👍,2025-04-19 02:00:00,nunca pens que ios 18 de apple fuera tan bueno sorprendido,nunca pen que ios de apple fuera tan bueno sorprendido,0.0,2025-04-19T02:00:00.000000,2025-04-19T02:00:00.000000
Coinbase,Coinbase Pro,negativo,No entiendo el hype con el Coinbase Pro de Coinbase. Meh.,2025-04-16 16:00:00,no entiendo el hype con el coinbase pro de coinbase meh,entiendo el hype con el coinbase pro de coinbase meh,-0.0772,2025-04-16T16:00:00.000000,2025-04-16T16:00:00.000000
Nvidia,DLSS 3.5,neutral,El servicio de Nvidia con DLSS 3.5 fue impecable. 10/10 ⭐,2025-04-20 00:00:00,el servicio de nvidia con dlss 35 fue impecable 1010,el servicio de nvidia con dlss fue impecable,0.0,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Nike,Air Max,neutral,Probando el Air Max de Nike. Aún no sé qué pensar.,2025-04-18 07:00:00,probando el air max de nike an no s qu pensar,probando el air max de nike s qu pensar,0.0,2025-04-18T07:00:00.000000,2025-04-18T07:00:00.000000
Nike,Nike Run Club,neutral,Otro día más batallando con Nike Run Club de Nike.,2025-04-18 05:00:00,otro da ms batallando con nike run club de nike,otro da ms batallando con nike run club de nike,0.0,2025-04-18T05:00:00.000000,2025-04-18T05:00:00.000000
Tesla,Model 3,neutral,"Es un Model 3 más. No está mal, pero tampoco es la gran cosa.",2025-04-15 21:00:00,es un model 3 ms no est mal pero tampoco es la gran cosa,es un model ms est mal pero tampoco es la gran cosa,0.0,2025-04-15T21:00:00.000000,2025-04-15T21:00:00.000000
Apple,Apple Watch,neutral,No puedo creer lo bien que funciona el Apple Watch de Apple. Recomendado. 💯,2025-04-20 07:00:00,no puedo creer lo bien que funciona el apple watch de apple recomendado,puedo creer lo bien que funciona el apple watch de apple recomendado,0.0,2025-04-20T07:00:00.000000,2025-04-20T07:00:00.000000
Tesla,Powerwall,neutral,"Desde que uso Powerwall, soy más feliz. Gracias Tesla! 😊",2025-04-18 08:00:00,desde que uso powerwall soy ms feliz gracias tesla,desde que uso powerwall soy ms feliz gracias tesla,0.0,2025-04-18T08:00:00.000000,2025-04-18T08:00:00.000000
Apple,MacBook Air,neutral,No tengo quejas ni elogios del MacBook Air de Apple.,2025-04-15 18:00:00,no tengo quejas ni elogios del macbook air de apple,tengo quejas ni elogios del macbook air de apple,0.0,2025-04-15T18:00:00.000000,2025-04-15T18:00:00.000000
Nike,Nike App,neutral,"Interesante propuesta con Nike App de Nike, veremos cómo evoluciona.",2025-04-18 01:00:00,interesante propuesta con nike app de nike veremos cmo evoluciona,interesante propuesta con nike app de nike veremos cmo evoluciona,0.0,2025-04-18T01:00:00.000000,2025-04-18T01:00:00.000000
Coinbase,Wallet,neutral,El Wallet de Coinbase es... aceptable.,2025-04-16 00:00:00,el wallet de coinbase es aceptable,el wallet de coinbase es aceptable,0.0,2025-04-16T00:00:00.000000,2025-04-16T00:00:00.000000
Nike,Air Max,neutral,Nunca volveré a comprar un Air Max de Nike. Estafa total.,2025-04-17 19:00:00,nunca volver a comprar un air max de nike estafa total,nunca volver comprar un air max de nike estafa total,0.0,2025-04-17T19:00:00.000000,2025-04-17T19:00:00.000000
Nike,Nike App,positivo,"Nike App me ha cambiado la vida. Gracias, Nike. ❤️",2025-04-16 04:00:00,nike app me ha cambiado la vida gracias nike,nike app ha cambiado la vida gracia nike,0.34,2025-04-16T04:00:00.000000,2025-04-16T04:00:00.000000
Nvidia,GeForce NOW,neutral,Nunca pensé que GeForce NOW de Nvidia fuera tan bueno. Sorprendido. 👍,2025-04-17 06:00:00,nunca pens que geforce now de nvidia fuera tan bueno sorprendido,nunca pen que geforce de nvidia fuera tan bueno sorprendido,0.0,2025-04-17T06:00:00.000000,2025-04-17T06:00:00.000000
Meta,Instagram,neutral,El soporte de Meta no resolvió nada con mi Instagram. 🤬,2025-04-20 04:00:00,el soporte de meta no resolvi nada con mi instagram,el soporte de meta resolvi nada con mi instagram,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Nike,Nike Run Club,neutral,Probando el Nike Run Club de Nike. Aún no sé qué pensar.,2025-04-19 07:00:00,probando el nike run club de nike an no s qu pensar,probando el nike run club de nike s qu pensar,0.0,2025-04-19T07:00:00.000000,2025-04-19T07:00:00.000000
Tesla,Model 3,neutral,El soporte de Tesla no resolvió nada con mi Model 3. 🤬,2025-04-18 11:00:00,el soporte de tesla no resolvi nada con mi model 3,el soporte de tesla resolvi nada con mi model,0.0,2025-04-18T11:00:00.000000,2025-04-18T11:00:00.000000
Tesla,Model 3,neutral,"Es un Model 3 más. No está mal, pero tampoco es la gran cosa.",2025-04-18 14:00:00,es un model 3 ms no est mal pero tampoco es la gran cosa,es un model ms est mal pero tampoco es la gran cosa,0.0,2025-04-18T14:00:00.000000,2025-04-18T14:00:00.000000
Coinbase,Wallet,negativo,No entiendo el hype con el Wallet de Coinbase. Meh.,2025-04-20 06:00:00,no entiendo el hype con el wallet de coinbase meh,entiendo el hype con el wallet de coinbase meh,-0.0772,2025-04-20T06:00:00.000000,2025-04-20T06:00:00.000000
Apple,iOS 18,neutral,Parece estable el iOS 18 de Apple. Veremos con el tiempo.,2025-04-20 04:00:00,parece estable el ios 18 de apple veremos con el tiempo,parece estable el ios de apple veremos con el tiempo,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Nike,Nike App,neutral,Lo de Nike con el Nike App es otro nivel. 😎,2025-04-17 17:00:00,lo de nike con el nike app es otro nivel,lo de nike con el nike app es otro nivel,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Nvidia,RTX 4090,neutral,"Interesante propuesta con RTX 4090 de Nvidia, veremos cómo evoluciona.",2025-04-18 00:00:00,interesante propuesta con rtx 4090 de nvidia veremos cmo evoluciona,interesante propuesta con rtx de nvidia veremos cmo evoluciona,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Nvidia,CUDA Toolkit,neutral,"CUDA Toolkit cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-20 01:00:00,cuda toolkit cumple con lo bsico nada sorprendente pero funciona,cuda toolkit cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-20T01:00:00.000000,2025-04-20T01:00:00.000000
Apple,MacBook Air,neutral,El servicio de Apple con MacBook Air fue impecable. 10/10 ⭐,2025-04-17 03:00:00,el servicio de apple con macbook air fue impecable 1010,el servicio de apple con macbook air fue impecable,0.0,2025-04-17T03:00:00.000000,2025-04-17T03:00:00.000000
Binance,Binance App,neutral,La mejor inversión que he hecho este año es Binance App de Binance. 🔥,2025-04-18 00:00:00,la mejor inversin que he hecho este ao es binance app de binance,la mejor inversin que hecho este ao es binance app de binance,0.0,2025-04-18T00:00:00.000000,2025-04-18T00:00:00.000000
Meta,Oculus Quest,neutral,El servicio de Meta con Oculus Quest fue impecable. 10/10 ⭐,2025-04-15 13:00:00,el servicio de meta con oculus quest fue impecable 1010,el servicio de meta con oculus quest fue impecable,0.0,2025-04-15T13:00:00.000000,2025-04-15T13:00:00.000000
Meta,Threads,neutral,Vi muchas reseñas del Threads de Meta. Opiniones divididas.,2025-04-18 23:00:00,vi muchas reseas del threads de meta opiniones divididas,vi muchas reseas del thread de meta opinione dividida,0.0,2025-04-18T23:00:00.000000,2025-04-18T23:00:00.000000
Coinbase,NFT platform,neutral,"Desde que uso NFT platform, soy más feliz. Gracias Coinbase! 😊",2025-04-16 13:00:00,desde que uso nft platform soy ms feliz gracias coinbase,desde que uso nft platform soy ms feliz gracias coinbase,0.0,2025-04-16T13:00:00.000000,2025-04-16T13:00:00.000000
Tesla,Model 3,neutral,Nunca volveré a comprar un Model 3 de Tesla. Estafa total.,2025-04-15 22:00:00,nunca volver a comprar un model 3 de tesla estafa total,nunca volver comprar un model de tesla estafa total,0.0,2025-04-15T22:00:00.000000,2025-04-15T22:00:00.000000
Meta,Oculus Quest,neutral,Nunca volveré a comprar un Oculus Quest de Meta. Estafa total.,2025-04-16 16:00:00,nunca volver a comprar un oculus quest de meta estafa total,nunca volver comprar un oculus quest de meta estafa total,0.0,2025-04-16T16:00:00.000000,2025-04-16T16:00:00.000000
Coinbase,Earn,neutral,Probando el Earn de Coinbase. Aún no sé qué pensar.,2025-04-20 07:00:00,probando el earn de coinbase an no s qu pensar,probando el earn de coinbase s qu pensar,0.0,2025-04-20T07:00:00.000000,2025-04-20T07:00:00.000000
Apple,iPhone 15,neutral,"Apple, ¿qué les pasó con el iPhone 15? Está lleno de fallas. 😤",2025-04-16 15:00:00,apple qu les pas con el iphone 15 est lleno de fallas,apple qu les pas con el iphone est lleno de fallas,0.0,2025-04-16T15:00:00.000000,2025-04-16T15:00:00.000000
Tesla,Model Y,neutral,El Model Y de Tesla no vale lo que cuesta. 😡,2025-04-20 03:00:00,el model y de tesla no vale lo que cuesta,el model y de tesla vale lo que cuesta,0.0,2025-04-20T03:00:00.000000,2025-04-20T03:00:00.000000
Binance,Launchpad,neutral,"Ya van 3 veces que falla el Launchpad. ¿Qué pasa, Binance?",2025-04-20 05:00:00,ya van 3 veces que falla el launchpad qu pasa binance,ya van vece que falla el launchpad qu pasa binance,0.0,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Meta,Facebook Ads,negativo,"Meta se la rifó con el Facebook Ads, está brutal 😍",2025-04-16 12:00:00,meta se la rif con el facebook ads est brutal,meta se la rif con el facebook ad est brutal,-0.6249,2025-04-16T12:00:00.000000,2025-04-16T12:00:00.000000
Coinbase,Earn,positivo,"Earn me ha cambiado la vida. Gracias, Coinbase. ❤️",2025-04-15 18:00:00,earn me ha cambiado la vida gracias coinbase,earn ha cambiado la vida gracias coinbase,0.34,2025-04-15T18:00:00.000000,2025-04-15T18:00:00.000000
Apple,Apple Watch,neutral,"Apple Watch no sirve para nada, Apple debería hacer recall ya.",2025-04-20 03:00:00,apple watch no sirve para nada apple debera hacer recall ya,apple watch sirve para nada apple debera hacer recall ya,0.0,2025-04-20T03:00:00.000000,2025-04-20T03:00:00.000000
Nvidia,GeForce NOW,neutral,Tuve una pésima experiencia con GeForce NOW de Nvidia. Decepcionante. 👎,2025-04-16 08:00:00,tuve una psima experiencia con geforce now de nvidia decepcionante,tuve una psima experiencia con geforce de nvidia decepcionante,0.0,2025-04-16T08:00:00.000000,2025-04-16T08:00:00.000000
Nike,Jordan Retro,neutral,Parece estable el Jordan Retro de Nike. Veremos con el tiempo.,2025-04-18 17:00:00,parece estable el jordan retro de nike veremos con el tiempo,parece estable el jordan retro de nike veremos con el tiempo,0.0,2025-04-18T17:00:00.000000,2025-04-18T17:00:00.000000
Apple,iOS 18,neutral,Vi muchas reseñas del iOS 18 de Apple. Opiniones divididas.,2025-04-20 00:00:00,vi muchas reseas del ios 18 de apple opiniones divididas,vi muchas reseas del ios de apple opinione dividida,0.0,2025-04-20T00:00:00.000000,2025-04-20T00:00:00.000000
Binance,Earn Program,neutral,Nunca pensé que Earn Program de Binance fuera tan bueno. Sorprendido. 👍,2025-04-19 11:00:00,nunca pens que earn program de binance fuera tan bueno sorprendido,nunca pen que earn program de binance fuera tan bueno sorprendido,0.0,2025-04-19T11:00:00.000000,2025-04-19T11:00:00.000000
Meta,Oculus Quest,neutral,Probando el Oculus Quest de Meta. Aún no sé qué pensar.,2025-04-19 01:00:00,probando el oculus quest de meta an no s qu pensar,probando el oculus quest de meta s qu pensar,0.0,2025-04-19T01:00:00.000000,2025-04-19T01:00:00.000000
Binance,Binance App,neutral,La mejor inversión que he hecho este año es Binance App de Binance. 🔥,2025-04-18 03:00:00,la mejor inversin que he hecho este ao es binance app de binance,la mejor inversin que hecho este ao es binance app de binance,0.0,2025-04-18T03:00:00.000000,2025-04-18T03:00:00.000000
Tesla,Model 3,neutral,No tengo quejas ni elogios del Model 3 de Tesla.,2025-04-15 21:00:00,no tengo quejas ni elogios del model 3 de tesla,tengo quejas ni elogios del model de tesla,0.0,2025-04-15T21:00:00.000000,2025-04-15T21:00:00.000000
Nike,Nike Run Club,neutral,La mejor inversión que he hecho este año es Nike Run Club de Nike. 🔥,2025-04-18 05:00:00,la mejor inversin que he hecho este ao es nike run club de nike,la mejor inversin que hecho este ao es nike run club de nike,0.0,2025-04-18T05:00:00.000000,2025-04-18T05:00:00.000000
Nvidia,GeForce NOW,neutral,"Es un GeForce NOW más. No está mal, pero tampoco es la gran cosa.",2025-04-16 01:00:00,es un geforce now ms no est mal pero tampoco es la gran cosa,es un geforce ms est mal pero tampoco es la gran cosa,0.0,2025-04-16T01:00:00.000000,2025-04-16T01:00:00.000000
Coinbase,Earn,positivo,"Earn me ha cambiado la vida. Gracias, Coinbase. ❤️",2025-04-18 08:00:00,earn me ha cambiado la vida gracias coinbase,earn ha cambiado la vida gracias coinbase,0.34,2025-04-18T08:00:00.000000,2025-04-18T08:00:00.000000
Apple,MacBook Air,neutral,Lo de Apple con el MacBook Air es otro nivel. 😎,2025-04-15 17:00:00,lo de apple con el macbook air es otro nivel,lo de apple con el macbook air es otro nivel,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Meta,Oculus Quest,neutral,El Oculus Quest de Meta no vale lo que cuesta. 😡,2025-04-19 19:00:00,el oculus quest de meta no vale lo que cuesta,el oculus quest de meta vale lo que cuesta,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Nike,Jordan Retro,neutral,Nunca volveré a comprar un Jordan Retro de Nike. Estafa total.,2025-04-18 11:00:00,nunca volver a comprar un jordan retro de nike estafa total,nunca volver comprar un jordan retro de nike estafa total,0.0,2025-04-18T11:00:00.000000,2025-04-18T11:00:00.000000
Tesla,Model Y,neutral,Tuve una pésima experiencia con Model Y de Tesla. Decepcionante. 👎,2025-04-17 02:00:00,tuve una psima experiencia con model y de tesla decepcionante,tuve una psima experiencia con model y de tesla decepcionante,0.0,2025-04-17T02:00:00.000000,2025-04-17T02:00:00.000000
Nike,Nike Run Club,negativo,"Nike se la rifó con el Nike Run Club, está brutal 😍",2025-04-17 15:00:00,nike se la rif con el nike run club est brutal,nike se la rif con el nike run club est brutal,-0.6249,2025-04-17T15:00:00.000000,2025-04-17T15:00:00.000000
Nike,Air Max,neutral,"Interesante propuesta con Air Max de Nike, veremos cómo evoluciona.",2025-04-18 09:00:00,interesante propuesta con air max de nike veremos cmo evoluciona,interesante propuesta con air max de nike veremos cmo evoluciona,0.0,2025-04-18T09:00:00.000000,2025-04-18T09:00:00.000000
Tesla,Model Y,neutral,Lo de Tesla con el Model Y es otro nivel. 😎,2025-04-16 09:00:00,lo de tesla con el model y es otro nivel,lo de tesla con el model y es otro nivel,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Tesla,Autopilot,neutral,"Autopilot no sirve para nada, Tesla debería hacer recall ya.",2025-04-16 05:00:00,autopilot no sirve para nada tesla debera hacer recall ya,autopilot sirve para nada tesla debera hacer recall ya,0.0,2025-04-16T05:00:00.000000,2025-04-16T05:00:00.000000
Tesla,Model 3,neutral,"Model 3 cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-16 20:00:00,model 3 cumple con lo bsico nada sorprendente pero funciona,model cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-16T20:00:00.000000,2025-04-16T20:00:00.000000
Nike,Jordan Retro,neutral,Otro día más batallando con Jordan Retro de Nike.,2025-04-20 02:00:00,otro da ms batallando con jordan retro de nike,otro da ms batallando con jordan retro de nike,0.0,2025-04-20T02:00:00.000000,2025-04-20T02:00:00.000000
Binance,Earn Program,neutral,Binance lanzó el nuevo Earn Program. Alguien ya lo probó?,2025-04-19 05:00:00,binance lanz el nuevo earn program alguien ya lo prob,binance lanz el nuevo earn program alguien ya lo prob,0.0,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Meta,Instagram,neutral,Meta lanzó el nuevo Instagram. Alguien ya lo probó?,2025-04-17 17:00:00,meta lanz el nuevo instagram alguien ya lo prob,meta lanz el nuevo instagram alguien ya lo prob,0.0,2025-04-17T17:00:00.000000,2025-04-17T17:00:00.000000
Apple,iPhone 15,neutral,Nunca volveré a comprar un iPhone 15 de Apple. Estafa total.,2025-04-18 20:00:00,nunca volver a comprar un iphone 15 de apple estafa total,nunca volver comprar un iphone de apple estafa total,0.0,2025-04-18T20:00:00.000000,2025-04-18T20:00:00.000000
Nvidia,RTX 4090,neutral,Probando el RTX 4090 de Nvidia. Aún no sé qué pensar.,2025-04-16 22:00:00,probando el rtx 4090 de nvidia an no s qu pensar,probando el rtx de nvidia s qu pensar,0.0,2025-04-16T22:00:00.000000,2025-04-16T22:00:00.000000
Nike,Jordan Retro,neutral,Vi muchas reseñas del Jordan Retro de Nike. Opiniones divididas.,2025-04-15 13:00:00,vi muchas reseas del jordan retro de nike opiniones divididas,vi muchas reseas del jordan retro de nike opinione dividida,0.0,2025-04-15T13:00:00.000000,2025-04-15T13:00:00.000000
Binance,Binance App,neutral,"Ya van 3 veces que falla el Binance App. ¿Qué pasa, Binance?",2025-04-19 19:00:00,ya van 3 veces que falla el binance app qu pasa binance,ya van vece que falla el binance app qu pasa binance,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Meta,Instagram,neutral,Nunca volveré a comprar un Instagram de Meta. Estafa total.,2025-04-20 05:00:00,nunca volver a comprar un instagram de meta estafa total,nunca volver comprar un instagram de meta estafa total,0.0,2025-04-20T05:00:00.000000,2025-04-20T05:00:00.000000
Tesla,Model 3,neutral,"Interesante propuesta con Model 3 de Tesla, veremos cómo evoluciona.",2025-04-19 05:00:00,interesante propuesta con model 3 de tesla veremos cmo evoluciona,interesante propuesta con model de tesla veremos cmo evoluciona,0.0,2025-04-19T05:00:00.000000,2025-04-19T05:00:00.000000
Binance,Smart Chain,positivo,Tuve una pésima experiencia con Smart Chain de Binance. Decepcionante. 👎,2025-04-18 18:00:00,tuve una psima experiencia con smart chain de binance decepcionante,tuve una psima experiencia con smart chain de binance decepcionante,0.4019,2025-04-18T18:00:00.000000,2025-04-18T18:00:00.000000
Nike,Nike App,neutral,Lo de Nike con el Nike App es otro nivel. 😎,2025-04-17 21:00:00,lo de nike con el nike app es otro nivel,lo de nike con el nike app es otro nivel,0.0,2025-04-17T21:00:00.000000,2025-04-17T21:00:00.000000
Nvidia,DLSS 3.5,negativo,"Nvidia se la rifó con el DLSS 3.5, está brutal 😍",2025-04-19 15:00:00,nvidia se la rif con el dlss 35 est brutal,nvidia se la rif con el dlss est brutal,-0.6249,2025-04-19T15:00:00.000000,2025-04-19T15:00:00.000000
Meta,Oculus Quest,neutral,"Ya van 3 veces que falla el Oculus Quest. ¿Qué pasa, Meta?",2025-04-20 08:00:00,ya van 3 veces que falla el oculus quest qu pasa meta,ya van vece que falla el oculus quest qu pasa meta,0.0,2025-04-20T08:00:00.000000,2025-04-20T08:00:00.000000
Apple,MacBook Air,neutral,Malísimo el MacBook Air de Apple. No lo recomiendo. 👎,2025-04-15 17:00:00,malsimo el macbook air de apple no lo recomiendo,malsimo el macbook air de apple lo recomiendo,0.0,2025-04-15T17:00:00.000000,2025-04-15T17:00:00.000000
Nike,Air Max,neutral,Probando el Air Max de Nike. Aún no sé qué pensar.,2025-04-15 08:00:00,probando el air max de nike an no s qu pensar,probando el air max de nike s qu pensar,0.0,2025-04-15T08:00:00.000000,2025-04-15T08:00:00.000000
Nike,Nike Run Club,neutral,Parece estable el Nike Run Club de Nike. Veremos con el tiempo.,2025-04-20 04:00:00,parece estable el nike run club de nike veremos con el tiempo,parece estable el nike run club de nike veremos con el tiempo,0.0,2025-04-20T04:00:00.000000,2025-04-20T04:00:00.000000
Nike,Nike App,neutral,He tenido más problemas que beneficios con el Nike App de Nike.,2025-04-15 12:00:00,he tenido ms problemas que beneficios con el nike app de nike,tenido ms problemas que beneficio con el nike app de nike,0.0,2025-04-15T12:00:00.000000,2025-04-15T12:00:00.000000
Nvidia,DLSS 3.5,neutral,No puedo creer lo bien que funciona el DLSS 3.5 de Nvidia. Recomendado. 💯,2025-04-18 02:00:00,no puedo creer lo bien que funciona el dlss 35 de nvidia recomendado,puedo creer lo bien que funciona el dlss de nvidia recomendado,0.0,2025-04-18T02:00:00.000000,2025-04-18T02:00:00.000000
Nike,Air Max,neutral,El Air Max de Nike es... aceptable.,2025-04-18 01:00:00,el air max de nike es aceptable,el air max de nike es aceptable,0.0,2025-04-18T01:00:00.000000,2025-04-18T01:00:00.000000
Binance,Binance App,neutral,Binance lanzó el nuevo Binance App. Alguien ya lo probó?,2025-04-19 04:00:00,binance lanz el nuevo binance app alguien ya lo prob,binance lanz el nuevo binance app alguien ya lo prob,0.0,2025-04-19T04:00:00.000000,2025-04-19T04:00:00.000000
Binance,Smart Chain,positivo,El Smart Chain de Binance no vale lo que cuesta. 😡,2025-04-16 09:00:00,el smart chain de binance no vale lo que cuesta,el smart chain de binance vale lo que cuesta,0.4019,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Apple,iOS 18,neutral,El iOS 18 de Apple es... aceptable.,2025-04-15 15:00:00,el ios 18 de apple es aceptable,el ios de apple es aceptable,0.0,2025-04-15T15:00:00.000000,2025-04-15T15:00:00.000000
Meta,Instagram,neutral,Nunca pensé que Instagram de Meta fuera tan bueno. Sorprendido. 👍,2025-04-16 09:00:00,nunca pens que instagram de meta fuera tan bueno sorprendido,nunca pen que instagram de meta fuera tan bueno sorprendido,0.0,2025-04-16T09:00:00.000000,2025-04-16T09:00:00.000000
Coinbase,Coinbase Pro,neutral,"Coinbase Pro cumple con lo básico. Nada sorprendente, pero funciona.",2025-04-18 12:00:00,coinbase pro cumple con lo bsico nada sorprendente pero funciona,coinbase pro cumple con lo bsico nada sorprendente pero funciona,0.0,2025-04-18T12:00:00.000000,2025-04-18T12:00:00.000000
Meta,Threads,neutral,Vi muchas reseñas del Threads de Meta. Opiniones divididas.,2025-04-16 11:00:00,vi muchas reseas del threads de meta opiniones divididas,vi muchas reseas del thread de meta opinione dividida,0.0,2025-04-16T11:00:00.000000,2025-04-16T11:00:00.000000
Nvidia,GeForce NOW,positivo,"GeForce NOW me ha cambiado la vida. Gracias, Nvidia. ❤️",2025-04-19 17:00:00,geforce now me ha cambiado la vida gracias nvidia,geforce ha cambiado la vida gracias nvidia,0.34,2025-04-19T17:00:00.000000,2025-04-19T17:00:00.000000
Nvidia,CUDA Toolkit,positivo,"CUDA Toolkit me ha cambiado la vida. Gracias, Nvidia. ❤️",2025-04-16 02:00:00,cuda toolkit me ha cambiado la vida gracias nvidia,cuda toolkit ha cambiado la vida gracias nvidia,0.34,2025-04-16T02:00:00.000000,2025-04-16T02:00:00.000000
Nike,Air Max,neutral,Tuve una pésima experiencia con Air Max de Nike. Decepcionante. 👎,2025-04-19 19:00:00,tuve una psima experiencia con air max de nike decepcionante,tuve una psima experiencia con air max de nike decepcionante,0.0,2025-04-19T19:00:00.000000,2025-04-19T19:00:00.000000
Binance,Earn Program,neutral,La mejor inversión que he hecho este año es Earn Program de Binance. 🔥,2025-04-18 14:00:00,la mejor inversin que he hecho este ao es earn program de binance,la mejor inversin que hecho este ao es earn program de binance,0.0,2025-04-18T14:00:00.000000,2025-04-18T14:00:00.000000
